Client ID,Project ID,Branch,Year,Rating (0-10),Client Feedback,Langauage,Focus of Engagement,Type of Client,Feedback Submission Date,1. Net promoter score,2. Professionalism,2. Understanding,2. Deliverables,2. Recommendations,4. Most Valuable,5. Improvements,6a. Recommendations implementation,6b. Recommendations reasons,7 Help aims,8. Overall experience,9. Public Disclosure,10. Public Feedback,11. Will repeat?
1140,1198,University of Antwerp,2019,10,a. Excellent (9-10),English,Marketing,Children/Youth,5/30/2018 5:36,10,4,5,4,5,"Dat er met een nieuwe blik naar onze organisatie gekeken wordt. Als je lang zelf met iets bezig bent, is je blik niet meer altijd objectief.",,4,Er werden veel tips gegeven waarbij je met een minimum aan moeite wel heel wat kan veranderen.,4,"Zeer goed! Hoewel het maar over een relatief kort project gaat, ervaarden we wel een grote betrokkenheid naar onze organisatie en onze doelgroep.",yes,yes,yes
1376,1600,Helsinki,2020,10,a. Excellent (9-10),English,Strategy,Women,7/9/2020 8:13,10,5,5,5,5,"The meetings with the students have been inspiring and motivational. The deliverables are very well structured and easy to use.
The students have been able to adjust to the immediate and real needs of the organisation.
The online meetings worked really well.",-,5,"The project was created around an immediate an concrete need, so we have already used the recommendations from the deliverables",5,Inspiring and motivational.,yes,yes,yes
723,1046,Helsinki,2018,10,a. Excellent (9-10),English,Operations,International Aid,1/11/2018 5:27,10,5,5,5,5,We got the answers to the questions we hoped to get answers to,Would not change a thing,5,The recommendations are very implementable,5,Love the enthusiasm of the young people. I was a bit afraid how much participation the project would need from me but the project did not require too much from me.,yes,yes,yes
1062,1506,Munich,2019,10,a. Excellent (9-10),German,Fundraising,International Aid,6/12/2019 10:42,10,5,5,5,5,"Die Ausarbeitung, dass Spender in der regel keine ""Geschenke"" wollen.",-,5,"Ja, weil sie genau auf unsere BedÃ¼rfnisse zugeschnitten sind.",2,Wir waren vollumfÃ¤nglich zufrieden! Sehr zufrieden sogar!,no,anon,yes
79,2349,University of Bristol,2020,10,a. Excellent (9-10),English,Fundraising,Community Support,5/26/2020 11:41,10,5,5,5,5,The support from 180 Degrees has been very useful for us. They have produced some resources that we can use for the foreseeable future.,"180 Degrees has done some great fundraising support for us. At the end of the project, it will be useful to have an outcomes report to have all of their work recorded. It would be useful to know who they wrote to and what kind of response they received. ",5,They had lots of really good ideas in their reports. We will use them in the short and medium term.,4,We are very pleased with the support that they have given to AUKB. They have been full of enthusiasm and done some great work for us.,yes,yes,yes
79,2349,University of Bristol,2020,10,a. Excellent (9-10),English,Fundraising,Community Support,5/26/2020 11:41,10,5,5,5,5,The support from 180 Degrees has been very useful for us. They have produced some resources that we can use for the foreseeable future.,"180 Degrees has done some great fundraising support for us. At the end of the project, it will be useful to have an outcomes report to have all of their work recorded. It would be useful to know who they wrote to and what kind of response they received. ",5,They had lots of really good ideas in their reports. We will use them in the short and medium term.,4,We are very pleased with the support that they have given to AUKB. They have been full of enthusiasm and done some great work for us.,yes,yes,yes
2312,58,Bocconi University Students,2015,10,a. Excellent (9-10),Abkhaz,Competitor Analysis,Accomodation/Shelter,7/3/2015 14:00,10,5,5,5,5,"Il team di 180 DC Ã¨ stato perfettamente in grado di individuare le caratteristiche e le esigenze della nostra associazione. Quello che ci ha colpito maggiormente Ã¨ che il progetto proposto Ã¨ in grado di conciliare le attivitÃ  ""core"" dell'associazione con il nostro bisogno di rivolgerci al settore privato per collaborazioni e finanziamenti. Ã¨ ben strutturato, concreto, realizzabile e potenzialmente interessante per aziende. Le slides di presentazione sono accattivanti e ben organizzate. ",-,5,"Il progetto proposto Ã¨ proprio quello che stavamo cercando, lo stiamo quindi proponendo alle aziende  sperando che decidano di finanziarlo.",5,"L'esperienza Ã¨ stata totalmente positiva. I ragazzi del team sono stati sempre disponibili, entusiasti e molto veloci nello svolgere il lavoro. Il progetto presentato ha superato le nostre attese. Consiglieremo sicuramente 180 DC e speriamo di collaborare di nuovo in futuro con voi!",yes,yes,yes
2119,248,Goethe University of Frankfurt,2016,10,a. Excellent (9-10),,,,8/15/2016 14:14,10,5,5,5,5,"Unter allen mÃ¶glichen Aspekten und AnsÃ¤tzen zur Verbesserung unserer Arbeit: die frÃ¼he realistische EinschÃ¤tzung des Machbaren, die gemeinsame Abstimmung, Eingrenzung und Konzentration auf ein konkretes Ziel â€“ und anschlieÃŸend die gelungene Umsetzung, der schÃ¶nen Abschluss und der bleibenden Gewinn. An dem Gesamtprozess beteiligt gewesen zu sein und diese Erfahrung gemacht zu haben empfinde ich als Ã¤uÃŸerst wertvoll, denn sie ist geradezu vorbildlich fÃ¼r die Herangehensweise an kÃ¼nftige Aufgaben.",Das kann ich zu diesem Zeitpunkt noch gar nicht sagen. Momentan fÃ¤llt mir nichts dazu ein.,5,"Die Empfehlungen sind genau an unsere BedÃ¼rfnissen ausgerichtet und haben sich bereits in der Praxis bewÃ¤hrt. Es gibt keinen Grund, die Empfehlungen nicht umzusetzen.",5,"Exponentiell. LÃ¤ngere Anlaufphase (Kennenlernen, Vertragsgestaltung, Recherche, Interviews, Theorie), Wendepunkt (erster Workshop), steile Schussphase (Ausarbeitung und Praxis).",yes,yes,yes
2119,248,Goethe University of Frankfurt,2016,10,a. Excellent (9-10),,,,8/15/2016 14:14,10,5,5,5,5,"Unter allen mÃ¶glichen Aspekten und AnsÃ¤tzen zur Verbesserung unserer Arbeit: die frÃ¼he realistische EinschÃ¤tzung des Machbaren, die gemeinsame Abstimmung, Eingrenzung und Konzentration auf ein konkretes Ziel â€“ und anschlieÃŸend die gelungene Umsetzung, der schÃ¶nen Abschluss und der bleibenden Gewinn. An dem Gesamtprozess beteiligt gewesen zu sein und diese Erfahrung gemacht zu haben empfinde ich als Ã¤uÃŸerst wertvoll, denn sie ist geradezu vorbildlich fÃ¼r die Herangehensweise an kÃ¼nftige Aufgaben.",Das kann ich zu diesem Zeitpunkt noch gar nicht sagen. Momentan fÃ¤llt mir nichts dazu ein.,5,"Die Empfehlungen sind genau an unsere BedÃ¼rfnissen ausgerichtet und haben sich bereits in der Praxis bewÃ¤hrt. Es gibt keinen Grund, die Empfehlungen nicht umzusetzen.",5,"Exponentiell. LÃ¤ngere Anlaufphase (Kennenlernen, Vertragsgestaltung, Recherche, Interviews, Theorie), Wendepunkt (erster Workshop), steile Schussphase (Ausarbeitung und Praxis).",yes,yes,yes
1580,2183,University of Bath,2020,10,a. Excellent (9-10),English,Strategy,Technology,4/21/2020 4:49,10,5,4,5,4,"A thorough analysis of, and fresh perspective on, PFP's challenges and opportunities from the demographic that PFP is most interested in engaging.","This has been a solid piece of  foundation work and we are eager to implement your recommendations.  We look forward to remaining a client in your next consulting cycle looking at internal capacity, marketing and a potential merger. ",5,All your recommendations were valid and we look forward to seeing the impact.,4,"Very professional, thorough and innovative. A pleasure to work with.",yes,yes,yes
